NHGISCODE,GJOIN1970,GJOIN1980,GJOIN1990,GJOIN2000,GJOIN2010,GJOIN2020,STATE,STATEFP,STATENH,PLACE,PLACEA,NAME1970,NAME1980,NAME1990,NAME2000,NAME2010,NAME2020,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA2020
"G04081175",,,,,"G04081175","G04081175","Arizona","04","040","Washington Park CDP","81175",,,,,"Washington Park CDP","Washington Park CDP",,,,,70,85
"G04081490",,,,,"G04081490","G04081490","Arizona","04","040","Wellton Hills CDP","81490",,,,,"Wellton Hills CDP","Wellton Hills CDP",,,,,258,167
"G04081480",,"G0400383","G04081480","G04081480","G04081480","G04081480","Arizona","04","040","Wellton town","81480",,"WELLTON TOWN","Wellton town","Wellton town","Wellton town","Wellton town",,911,1066,1829,2882,2375
"G04081550",,,,"G04081550","G04081550","G04081550","Arizona","04","040","Wenden CDP","81550",,,,"Wenden CDP","Wenden CDP","Wenden CDP",,,,556,728,458
"G0400385","G0400385",,,,,,"Arizona","04","040","West Yuma (U)","0385","West Yuma (U)",,,,,,5552,,,,,
"G04082060",,,,,"G04082060","G04082060","Arizona","04","040","Wet Camp Village CDP","82060",,,,,"Wet Camp Village CDP","Wet Camp Village CDP",,,,,229,300
"G04082120",,,,,"G04082120","G04082120","Arizona","04","040","Wheatfields CDP","82120",,,,,"Wheatfields CDP","Wheatfields CDP",,,,,785,556
"G04082156",,,"G04082155","G04082155","G04082155","G04082156","Arizona","04","040","Whetstone CDP","82156",,,"Whetstone CDP","Whetstone CDP","Whetstone CDP","Whetstone CDP",,,1289,2354,2617,3236
"G04082270",,,,,"G04082270","G04082270","Arizona","04","040","Whispering Pines CDP","82270",,,,,"Whispering Pines CDP","Whispering Pines CDP",,,,,148,124
"G04082425",,,,,"G04082425","G04082425","Arizona","04","040","White Hills CDP","82425",,,,,"White Hills CDP","White Hills CDP",,,,,323,345
"G04082450",,,,,"G04082450","G04082450","Arizona","04","040","White Mountain Lake CDP","82450",,,,,"White Mountain Lake CDP","White Mountain Lake CDP",,,,,2205,2335
"G04082390",,,,,"G04082390","G04082390","Arizona","04","040","Whitecone CDP","82390",,,,,"Whitecone CDP","Whitecone CDP",,,,,817,768
"G04082530",,"G0400387","G04082530","G04082530","G04082530","G04082530","Arizona","04","040","Whiteriver CDP","82530",,"WHITERIVER %CDP<","Whiteriver CDP","Whiteriver CDP","Whiteriver CDP","Whiteriver CDP",,2256,3775,5220,4104,4520
"G04082670",,,,,"G04082660","G04082670","Arizona","04","040","Why CDP","82670",,,,,"Why CDP","Why CDP",,,,,167,122
"G04082740","G0400390","G0400390","G04082740","G04082740","G04082740","G04082740","Arizona","04","040","Wickenburg town","82740","Wickenburg","WICKENBURG TOWN","Wickenburg town","Wickenburg town","Wickenburg town","Wickenburg town",2698,3535,4515,5082,6363,7474
"G04082810",,,,,"G04082810","G04082810","Arizona","04","040","Wide Ruins CDP","82810",,,,,"Wide Ruins CDP","Wide Ruins CDP",,,,,176,20
"G04082880",,,,,"G04082880","G04082880","Arizona","04","040","Wikieup CDP","82880",,,,,"Wikieup CDP","Wikieup CDP",,,,,133,135
"G04082950",,,,"G04082950","G04082950","G04082950","Arizona","04","040","Wilhoit CDP","82950",,,,"Wilhoit CDP","Wilhoit CDP","Wilhoit CDP",,,,664,868,864
"G04083090","G0400395","G0400395","G04083090","G04083090","G04083090","G04083090","Arizona","04","040","Willcox city","83090","Willcox","WILLCOX CITY","Willcox city","Willcox city","Willcox city","Willcox city",2568,3243,3122,3733,3757,3213
"G0400401","G0400401","G0400401",,,,,"Arizona","04","040","Williams AFB","0401","Williams (U)","WILLIAMS AFB %CDP<",,,,,3443,3435,,,,
"G04083160","G0400400","G0400400","G04083160","G04083160","G04083160","G04083160","Arizona","04","040","Williams city","83160","Williams","WILLIAMS CITY","Williams city","Williams city","Williams city","Williams city",2386,2266,2532,2842,3023,3202
"G04083388",,,,"G04083388","G04083388","G04083388","Arizona","04","040","Williamson CDP","83388",,,,"Williamson CDP","Williamson CDP","Williamson CDP",,,,3776,5438,6196
"G04083475",,,,,"G04083475","G04083475","Arizona","04","040","Willow Canyon CDP","83475",,,,,"Willow Canyon CDP","Willow Canyon CDP",,,,,1,2
"G04083570",,,"G04083570","G04083570","G04083570","G04083570","Arizona","04","040","Willow Valley CDP","83570",,,"Willow Valley CDP","Willow Valley CDP","Willow Valley CDP","Willow Valley CDP",,,355,585,1062,1059
"G04083720",,"G0400403","G04083720","G04083720","G04083720","G04083720","Arizona","04","040","Window Rock CDP","83720",,"WINDOW ROCK %CDP<","Window Rock CDP","Window Rock CDP","Window Rock CDP","Window Rock CDP",,2230,3306,3059,2712,2500
"G04083790","G0400405","G0400405","G04083790","G04083790","G04083790","G04083790","Arizona","04","040","Winkelman town","83790","Winkelman","WINKELMAN TOWN","Winkelman town","Winkelman town","Winkelman town","Winkelman town",,1060,676,443,353,296
"G04083960",,,,"G04083960","G04083960","G04083960","Arizona","04","040","Winslow West CDP","83960",,,,"Winslow West CDP","Winslow West CDP","Winslow West CDP",,,,131,438,457
"G04083930","G0400410","G0400410","G04083930","G04083930","G04083930","G04083930","Arizona","04","040","Winslow city","83930","Winslow","WINSLOW CITY","Winslow city","Winslow city","Winslow city","Winslow city",8066,7921,8190,9520,9655,9005
"G04084000",,,,,"G04084000","G04084000","Arizona","04","040","Wintersburg CDP","84000",,,,,"Wintersburg CDP","Wintersburg CDP",,,,,136,51
"G04084140",,,,,"G04084140","G04084140","Arizona","04","040","Wittmann CDP","84140",,,,,"Wittmann CDP","Wittmann CDP",,,,,763,684
"G04084350",,,,,"G04084350","G04084350","Arizona","04","040","Woodruff CDP","84350",,,,,"Woodruff CDP","Woodruff CDP",,,,,191,154
"G04084980",,,,"G04084980","G04084980","G04084980","Arizona","04","040","Yarnell CDP","84980",,,,"Yarnell CDP","Yarnell CDP","Yarnell CDP",,,,645,649,570
"G04085260",,,,,"G04085260","G04085260","Arizona","04","040","York CDP","85260",,,,,"York CDP","York CDP",,,,,557,599
"G04085330",,,,"G04085330","G04085330","G04085330","Arizona","04","040","Young CDP","85330",,,,"Young CDP","Young CDP","Young CDP",,,,561,666,588
"G04085400","G0400412","G0400412","G04085400","G04085400","G04085400","G04085400","Arizona","04","040","Youngtown town","85400","Youngtown","YOUNGTOWN TOWN","Youngtown town","Youngtown town","Youngtown town","Youngtown town",1886,2254,2542,3010,6156,7056
"G04085470",,,,,"G04085470","G04085470","Arizona","04","040","Yucca CDP","85470",,,,,"Yucca CDP","Yucca CDP",,,,,126,96
"G04085680","G0400425","G0400425",,,,"G04085680","Arizona","04","040","Yuma Proving Ground CDP","85680","Yuma Proving Ground (U)","YUMA PROVING GROUND %CDP<",,,,"Yuma Proving Ground CDP",1349,1098,,,,313
"G0400430","G0400430",,,,,,"Arizona","04","040","Yuma Station (U)","0430","Yuma Station (U)",,,,,,3460,,,,,
"G04085540","G0400415","G0400415","G04085540","G04085540","G04085540","G04085540","Arizona","04","040","Yuma city","85540","Yuma","YUMA CITY","Yuma city","Yuma city","Yuma city","Yuma city",29007,42433,54923,77515,93064,95548
